16-05-2016;;8;1;102;99901010;90
17-05-2016;;3,8;1;118;99901004;94
17-05-2016;Alg, vacature / sollicitant, Symsys, Docker, suppo;8,050000000000001;1;113;99901004;112
17-05-2016;Meeting Pien;2,13;1;118;99800004;15
17-05-2016;Banners & release 2;0,86;1;118;42601002;15
17-05-2016;;0,12;1;113;99801004;112
17-05-2016;Spam issue ticket;0,17;1;113;15701004;112
17-05-2016;planning;0,08;1;118;30201011;15
17-05-2016;;0,04;1;118;29801004;15
17-05-2016;mail & comm divers, weekly, enquete RVO;2;1;102;99901004;90
17-05-2016;rescheduling open data & diverse dingetjes;1;1;102;26101010;90
17-05-2016;Zip issue;0,17;1;113;42601002;112
17-05-2016;;0,04;1;118;12801004;94
17-05-2016;;0,06;1;118;16002001;15
17-05-2016;;1,11;1;118;99901004;96
17-05-2016;;0,07000000000000001;1;118;16002001;15
17-05-2016;Uitzoeken afstands- / data-issue;0,17;1;113;26101004;112
17-05-2016;support opzet + doc;1,5;1;102;99901004;96
17-05-2016;(non billable / new biz) Fase 2 scope / budget;2;1;102;45001001;90
17-05-2016;workshop verwerking;0,75;1;102;99801006;43
17-05-2016;UX / Adobe meetup;1;1;102;99901004;96
18-05-2016;;4,3;1;118;99901004;15
18-05-2016;;1,4;1;118;42601002;15
18-05-2016;;0,67;1;118;16002001;15
18-05-2016;comm & scheduling div;2;1;102;99901004;90
18-05-2016;workshop verwerking;2,17;1;102;99801006;43
18-05-2016;Vacature, Harvest script, Bittorrent Sync;8,630000000000001;1;113;99901004;112
18-05-2016;briefpapier;0,58;1;118;14201001;15
18-05-2016;Visitekaartje restaurant;0,02;1;118;12801008;15
18-05-2016;Tag manager;0,25;1;113;38601005;112
18-05-2016;Offerte, scope;1,18;1;113;99801004;112
18-05-2016;http://projects.grrr.nl/projects/filmhuis-den-haag;0,15;1;118;12801004;15
18-05-2016;;1;1;118;99901004;96
19-05-2016;;1,61;1;118;99901004;15
19-05-2016;;0,08;1;118;30201011;15
19-05-2016;Vacature, Harvest -> Symsys script;0,8;1;113;99901004;112
19-05-2016;Aanvraag offerte;0,15;1;113;41201001;92
19-05-2016;;0,16;1;118;99901004;96
19-05-2016;;0,11;1;118;42601002;15
19-05-2016;GTM voor SEA partij;0,18;1;113;38601005;92
19-05-2016;Pitch;0,12;1;118;99801004;94
19-05-2016;Project management;0,22;1;118;99800008;15
