30-05-2016;Alg, vacature, weekly, overdracht Mattijs, BHV met;7,58;1;113;99901004;112
30-05-2016;;5,03;1;118;99901004;90
30-05-2016;ActiveTickets feed probs;0,08;1;113;13901001;112
30-05-2016;Prijzenfeed frequentie, issue beschikbaarheid;0,31;1;113;38601005;112
30-05-2016;;2,21;1;118;99800008;15
30-05-2016;;0,05;1;118;15701021;15
30-05-2016;;0,18;1;118;15701020;15
30-05-2016;;0,88;1;118;99901004;96
30-05-2016;weekly, mail, startup;1;1;102;99901004;43
30-05-2016;Smart Citizens sessie @ Zwijger;2;1;102;99901004;43
30-05-2016;2.0 offerte en edit ivm aanvraag;1;1;102;14401001;93
30-05-2016;Bootcamp voorbereiding;1,5;1;102;99801006;43
30-05-2016;Analytics, geojson;0,41;1;113;26101004;112
30-05-2016;urenverantwoording maken en ac tickets bekijken;0,75;1;112;13901001;90
30-05-2016;vraag lisa;0,25;1;112;31501004;15
30-05-2016;bijpraten josephine;1,25;1;112;10801001;15
30-05-2016;Nieuwe omgeving;0,39;1;113;41200001;92
30-05-2016;update tickets en livegang 27 mei;0,5;1;112;29801004;15
30-05-2016;faktuur;0,25;1;112;10702001;15
30-05-2016;weekly;1;1;112;99901004;15
30-05-2016;teruggeschaald;4;1;112;99901003;15
30-05-2016;admin div / facturering;1;1;102;99901004;90
31-05-2016;;6;1;119;99901004;90
31-05-2016;;2,3;1;118;99901004;15
31-05-2016;;0,15;1;118;15701020;15
31-05-2016;;1,07;1;118;99800008;15
31-05-2016;;0,05;1;118;99901004;96
31-05-2016;Algemeen, vacature, ActiveCollab, uitje;12,44;1;113;99901004;112
31-05-2016;;0,06;1;118;15701008;96
31-05-2016;mail lisa;0,5;1;112;31501004;15
31-05-2016;mail celine;0,33;1;112;30201013;15
31-05-2016;telefoon youssef;0,08;1;112;26101004;15
31-05-2016;Offerte;0,82;1;118;12801009;15
31-05-2016;cms doornemen larix / ilse mailen;0,25;1;112;13401005;15
31-05-2016;Stats voor Keuzegids meeting;0,5;1;102;26101004;43
31-05-2016;overleg intern;0,33;1;102;10600001;43
31-05-2016;Doorloop klant / project met Roos & Mattijs;0,75;1;102;10601003;43
31-05-2016;comm / specs klant;1;1;102;26101011;43
31-05-2016;div;0,5;1;102;99901004;90
31-05-2016;;0,18;1;118;12801007;15
31-05-2016;Uitje;3,01;1;118;99901004;15
31-05-2016;;1;1;118;99901004;96
31-05-2016;overleg donatiepagina, bellen Ralph;0,75;1;112;10801001;15
31-05-2016;gesprek Rolf;0,25;1;112;99901004;15
31-05-2016;eerder naar huis;6;1;112;99901003;15
31-05-2016;Bootcamp voorbereiding met Joep;1,5;1;102;99801006;43
31-05-2016;Grrruitje;3,5;1;102;99901004;43
01-06-2016;;5;1;118;99901004;15
01-06-2016;;0,13;1;118;30201011;15
01-06-2016;;1,57;1;118;12801009;15
01-06-2016;;0,21;1;118;12801007;15
01-06-2016;;0,25;1;118;15701008;15
01-06-2016;;0,15;1;118;99800008;15
01-06-2016;Algemeen, vacature, foto's uitje bewerken (PR);9,369999999999999;1;113;99901004;112
01-06-2016;;0,23;1;118;99901004;96
01-06-2016;;0,06;1;118;42601002;90
01-06-2016;mail lisa;0,08;1;112;31501004;15
01-06-2016;bellen ralph;0,08;1;112;10801001;15
01-06-2016;nieuw project aanmaken;0,25;1;112;13901001;15
01-06-2016;;0,23;1;118;16002001;90
01-06-2016;ticket #1 en update kaart / issues / communicatie ;0,25;1;112;13901009;15
01-06-2016;support contract voortgang met justine;0,25;1;112;99901004;15
01-06-2016;;0,05;1;118;15701004;90
01-06-2016;;0,02;1;118;15701021;90
01-06-2016;;0,08;1;118;15701020;90
01-06-2016;status;0,5;1;112;10801001;15
01-06-2016;weet het echt niet meer;2,58;1;112;99901004;15
01-06-2016;teruggeschaald;4;1;112;99901003;15
01-06-2016;Pieter briefen;0,75;1;102;45001001;43
01-06-2016;Transparency Camp EU - conference;3;1;102;99901004;43
01-06-2016;voorstel;1,5;1;102;99801006;93
01-06-2016;admin algemeen, amnesty quick doorloop, tender che;1,75;1;102;99901004;90
01-06-2016;bootcamp voorbereiding;1;1;102;99801006;43
02-06-2016;;10,56;1;119;99901004;90
02-06-2016;;4;1;118;99901004;15
02-06-2016;;0,07000000000000001;1;118;42601002;90
02-06-2016;;0,07000000000000001;1;118;15701008;15
02-06-2016;;1,95;1;118;99901004;96
02-06-2016;;0,03;1;118;10600001;15
02-06-2016;Externe bureau's, vacature, supportcontract, uptim;5,87;1;113;99901004;112
02-06-2016;sw stats rapportage en input ivm schoolgids digita;3,5;1;102;26101004;43
02-06-2016;analytics events setup, interne doorloop filters;2,05;1;102;26101011;43
02-06-2016;;2;1;118;99800008;15
02-06-2016;facturering div;0,67;1;102;99901004;90
02-06-2016;[ELLEBOOG] Kennismakingsgesprek;2,11;1;113;99901004;112
02-06-2016;status / bellen ralph;1;1;112;10801001;15
02-06-2016;aanmaken project, data afstemmen;0,33;1;112;30201014;15
02-06-2016;faktuur stefan, bellen stefan;0,25;1;112;30201010;15
02-06-2016;status;0,17;1;112;30201013;15
02-06-2016;mailen alex overzetten website;0,25;1;112;41200001;15
02-06-2016;pixel, afstemmen nieuw verzoek, inplannen;0,25;1;112;13401006;15
02-06-2016;faktuur;0,25;1;112;10702001;15
02-06-2016;overleg jelmer;0,5;1;112;26101011;15
02-06-2016;vragen roos;0,5;1;112;99901004;15
02-06-2016;divers;0,5;1;112;99901004;15
02-06-2016;teruggeschaald;4;1;112;99901003;15
02-06-2016;Bootcamp voorbereiding;1;1;102;99801006;15
03-06-2016;part time dag;8;1;112;99901002;15
03-06-2016;admin / facturen;0,75;1;102;99901004;90
03-06-2016;Bootcamp voorbereiding;1;1;102;99801006;43
03-06-2016;research - methodes;1;1;102;99901004;43
03-06-2016;Leancamp Rotterdam;5,5;1;102;99901004;43
